Date,Price,Signal,Context,Conviction,Regime,Stop_Loss,Take_Profit,Position_%,R:R,Zone,FVGs,Sweeps,Structure,SMT,Reasons,Smart_Money_Reasons,Warnings
2025-07-02,549.45,HOLD,Mean Reversion / Reversal,0.294,Uptrend,532.97,576.92,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (69.1) | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (549),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.29 < 0.40
2025-07-03,554.86,LEAN SELL,Mean Reversion / Reversal,0.211,Uptrend,568.61,527.36,0.3500,2.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 72.0 | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bearish: Near R2 strong resistance (553),[FVG] Bullish Fair Value Gap formed (0.4x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-07-07,550.68,LEAN BUY,Fair Value Gap Entry,0.513,Uptrend,536.97,578.11,0.3500,2.0,premium,7,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (66.8) | Bearish: Stochastic overbought (85) | Bullish: OBV above its moving average | Bullish: Near S1 support (553),[FVG ENTRY] Price filling into bullish FVG (gap: $549-$552) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-07-08,550.99,HOLD,Mean Reversion / Reversal,0.231,Uptrend,534.46,578.54,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (67.0) | Bearish: Stochastic overbought (86) | Bullish: OBV above its moving average | Bullish: Near S1 support (548) | Bearish: Near R1 resistance (553),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.23 < 0.40
2025-07-09,554.89,HOLD,Mean Reversion / Reversal,0.154,Uptrend,538.24,582.63,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (69.4) | Bearish: Stochastic overbought (96) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (553),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.15 < 0.40
2025-07-10,554.09,HOLD,Mean Reversion / Reversal,0.231,Uptrend,537.47,581.79,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (68.3) | Bearish: Stochastic overbought (94) | Bullish: OBV above its moving average | Bullish: Near S1 support (552) | Bearish: Near R1 resistance (557),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.23 < 0.40
2025-07-11,552.85,HOLD,Mean Reversion / Reversal,0.328,Uptrend,536.26,580.49,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (66.5) | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bearish: Stochastic overbought (90) | Bullish: OBV above its moving average | Bullish: Near S1 support (552),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.33 < 0.40
2025-07-14,554.85,HOLD,Mean Reversion / Reversal,0.304,Strong Uptrend,538.2,582.59,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (68.0) | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Bullish Pattern: Morning Star | Bearish: Near R1 resistance (555),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.30 < 0.40
2025-07-15,555.36,HOLD,Mean Reversion / Reversal,0.154,Strong Uptrend,538.7,583.13,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (68.3) | Bearish: Stochastic overbought (81) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (557),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.15 < 0.40
2025-07-16,555.93,HOLD,Mean Reversion / Reversal,0.231,Strong Uptrend,539.25,583.73,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (68.8) | Bearish: Stochastic overbought (82) | Bullish: OBV above its moving average | Neutral Pattern: Doji | Bullish: Near S1 support (554) | Bearish: Near R1 resistance (558),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.23 < 0.40
2025-07-17,560.43,HOLD,Mean Reversion / Reversal,0.202,Strong Uptrend,543.62,588.45,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 72.0 | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bullish Pattern: Morning Star | Bearish: Near R1 resistance (560),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.20 < 0.40
2025-07-18,559.89,HOLD,Mean Reversion / Reversal,0.232,Strong Uptrend,543.09,587.88,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 71.1 | Bearish: Stochastic overbought (83) | Bullish: OBV above its moving average | Bullish: Near S1 support (557) | Bearish: Near R1 resistance (562),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.23 < 0.40
2025-07-21,562.79,HOLD,Mean Reversion / Reversal,0.312,Uptrend,545.91,590.93,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 73.2 | Bearish: Stochastic overbought (91) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (563),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.31 < 0.40
2025-07-22,559.88,HOLD,Trend Continuation,0.268,Uptrend,543.08,587.87,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (67.9) | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing | Bullish: Near S1 support (561),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.27 < 0.40
2025-07-23,562.43,HOLD,Mean Reversion / Reversal,0.154,Uptrend,545.56,590.55,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (69.9) | Bearish: Stochastic overbought (86) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (563),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.15 < 0.40
2025-07-24,563.63,LEAN SELL,Mean Reversion / Reversal,0.22,Uptrend,574.79,541.3,0.3500,2.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 70.9 | Bearish: RSI negative divergence | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Neutral Pattern: Doji | Bearish: Near R1 resistance (564),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-07-25,564.99,HOLD,Mean Reversion / Reversal,0.192,Uptrend,548.04,593.24,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 71.9 | Bearish: Stochastic overbought (92) | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (565),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.19 < 0.40
2025-07-28,566.75,HOLD,Mean Reversion / Reversal,0.312,Uptrend,549.75,595.09,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 73.3 | Bearish: Stochastic overbought (95) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (567),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.31 < 0.40
2025-07-29,565.87,LEAN SELL,Mean Reversion / Reversal,0.219,Uptrend,576.38,544.86,0.3500,2.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 71.4 | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing | Bearish Pattern: Evening Star | Bullish: Near S1 support (566) | Bearish: Near R1 resistance (568),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-07-30,566.63,HOLD,Mean Reversion / Reversal,0.203,Uptrend,549.63,594.96,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 72.1 | Bearish: Stochastic overbought (80) | Bullish: OBV above its moving average | Neutral Pattern: Doji,[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.20 < 0.40
2025-07-31,563.63,LEAN SELL,Displacement / Momentum Entry,0.29,Uptrend,574.96,540.97,0.3500,2.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bearish: RSI elevated (65.6) | Bearish: RSI negative divergence | Bearish: Volume surge (1.6x avg) on down day | Bullish: OBV above its moving average | Bearish Pattern: Three Black Crows | Bullish: Near S1 support (564),[DISPLACEMENT] Bearish displacement candle (1.7x ATR body) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-01,552.53,LEAN SELL,Mean Reversion / Reversal,0.284,Uptrend,564.95,527.69,0.3500,2.0,premium,6,0,0,0,Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (10) | Bearish: Volume surge (1.6x avg) on down day | Bearish: OBV below its moving average | Bullish: OBV divergence (accumulation) | Bearish Pattern: Three Black Crows,[FVG] Bearish Fair Value Gap formed (1.0x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-04,562.72,HOLD,Trend Continuation,0.352,Uptrend,545.84,590.86,0.0000,0.0,premium,7,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish: Near R2 strong resistance (561),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.35 < 0.40
2025-08-05,558.9,LEAN SELL,Standard Technical Signal,0.251,Uptrend,571.97,532.77,0.3500,2.0,premium,6,0,0,0,Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bullish: Near S1 support (559),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-06,565.93,LEAN SELL,Order Block Entry,0.369,Uptrend,579.13,539.53,0.3500,2.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bearish: RSI elevated (60.5) | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish: Near R1 resistance (563),[ORDER BLOCK] Testing bearish OB at $566-$567 (displacement: 1.7x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-07,567.85,HOLD,Trend Continuation,0.203,Uptrend,550.81,596.24,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (62.0) | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish: Near R1 resistance (568),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.20 < 0.40
2025-08-08,573.15,HOLD,Mean Reversion / Reversal,0.387,Uptrend,555.96,601.81,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (65.8) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (99) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bearish: Near R1 resistance (572),[FVG] Bullish Fair Value Gap formed (0.4x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.39 < 0.40
2025-08-11,571.45,HOLD,Liquidity Sweep Reversal,0.301,Uptrend,554.31,600.02,0.0000,0.0,premium,7,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (63.6) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (84) | Bullish: OBV above its moving average | Bullish: Near S1 support (570),"[SWEEP] Bearish liquidity sweep — swept $573.23 highs, reversed to $571.45 (strength: 0.71) | [P/D] Price in PREMIUM zone — favorable for shorts",PATIENCE: Conviction 0.30 < 0.34
2025-08-12,578.63,LEAN BUY,Break of Structure,0.504,Uptrend,565.39,605.12,0.3500,2.0,premium,7,1,1,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (68.4) | Bearish: RSI negative divergence | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (99) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bearish: Near R2 strong resistance (578),[STRUCTURE] Bullish BOS — broke above $573.23 | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-08-13,578.92,HOLD,Mean Reversion / Reversal,0.319,Uptrend,561.55,607.87,0.0000,0.0,premium,7,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (68.6) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (91) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bearish: Near R1 resistance (581),[FVG] Bullish Fair Value Gap formed (0.3x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.32 < 0.40
2025-08-14,578.47,LEAN BUY,Fair Value Gap Entry,0.408,Uptrend,565.91,603.59,0.3500,2.0,premium,8,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (67.9) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (89) | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Bullish: Near S1 support (577) | Bearish: Near R1 resistance (581),[FVG ENTRY] Price filling into bullish FVG (gap: $575-$578) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-08-15,575.93,HOLD,Mean Reversion / Reversal,0.274,Uptrend,558.65,604.73,0.0000,0.0,premium,8,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (64.2) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (81) | Bearish: OBV below its moving average | Bullish: Near S1 support (576),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.27 < 0.40
2025-08-18,575.7,HOLD,Mean Reversion / Reversal,0.371,Uptrend,558.43,604.49,0.0000,0.0,premium,7,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (63.9) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (80) | Bearish: OBV below its moving average | Bullish: Near S1 support (574) | Bearish: Near R1 resistance (578),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.37 < 0.40
2025-08-19,567.89,LEAN SELL,Liquidity Sweep Reversal,0.461,Uptrend,580.08,543.51,0.3500,2.0,premium,7,1,0,0,Bullish: Price above Parabolic SAR | Bearish: RSI negative divergence | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bearish: OBV below its moving average,"[FVG ENTRY] Price filling into bullish FVG (gap: $566-$569) | [SWEEP] Bearish liquidity sweep — swept $573.23 highs, reversed to $567.89 (strength: 0.70) | [P/D] Price in PREMIUM zone — favorable for shorts",DISCIPLINE: Selling against uptrend
2025-08-20,564.52,LEAN SELL,Standard Technical Signal,0.267,Uptrend,577.33,538.91,0.3500,2.0,premium,6,1,0,0,Bearish: Price below Parabolic SAR | Bearish: Volume surge (1.7x avg) on down day | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish Pattern: Hammer | Bullish: Near S1 support (565),[FVG] Bearish Fair Value Gap formed (1.1x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-21,561.9,HOLD,Mean Reversion / Reversal,0.151,Uptrend,545.04,590.0,0.0000,0.0,premium,7,1,0,0,Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (18) | Bearish: OBV below its moving average | Bullish: Near S1 support (559),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.15 < 0.40
2025-08-22,570.57,LEAN SELL,Trend Continuation,0.224,Uptrend,583.87,543.97,0.3500,2.0,premium,7,1,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish Pattern: Morning Star | Bearish: Near R2 strong resistance (568),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-25,568.93,LEAN SELL,Standard Technical Signal,0.346,Uptrend,581.87,543.05,0.3500,2.0,premium,6,1,0,0,Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Neutral Pattern: Doji,[FVG] Bullish Fair Value Gap formed (0.4x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-26,571.21,HOLD,Fair Value Gap Entry,0.283,Uptrend,554.07,599.77,0.0000,0.0,premium,7,1,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (571),[FVG ENTRY] Price filling into bullish FVG (gap: $565-$568) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.28 < 0.34
2025-08-27,572.09,LEAN SELL,Trend Continuation,0.294,Uptrend,584.37,547.54,0.3500,2.0,premium,7,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bearish: Near R1 resistance (573),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-28,575.67,LEAN SELL,Trend Continuation,0.24,Uptrend,587.86,551.29,0.3500,2.0,premium,7,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bearish: RSI elevated (60.2) | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (574),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-08-29,569.01,HOLD,Fair Value Gap Entry,0.161,Uptrend,551.94,597.46,0.0000,0.0,premium,7,0,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish: Near S2 strong support (569),[FVG ENTRY] Price filling into bullish FVG (gap: $565-$568) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.16 < 0.34
2025-09-02,564.24,LEAN SELL,Standard Technical Signal,0.292,Uptrend,577.43,537.86,0.3500,2.0,premium,7,0,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish: Near S1 support (566),[FVG] Bearish Fair Value Gap formed (1.0x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-09-03,568.68,LEAN SELL,Standard Technical Signal,0.392,Uptrend,581.79,542.45,0.3500,2.0,premium,7,0,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bearish: Near R1 resistance (566),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-09-04,573.82,HOLD,Trend Continuation,0.252,Uptrend,556.61,602.51,0.0000,0.0,premium,6,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (571),[FVG] Bullish Fair Value Gap formed (0.5x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.25 < 0.40
2025-09-05,574.65,HOLD,Trend Continuation,0.147,Uptrend,557.41,603.38,0.0000,0.0,premium,7,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish: OBV divergence (distribution) | Bearish: Near R1 resistance (576),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.15 < 0.40
2025-09-08,577.46,HOLD,Mean Reversion / Reversal,0.337,Uptrend,560.14,606.33,0.0000,0.0,premium,7,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI negative divergence | Bearish: Stochastic overbought (90) | Bullish: OBV above its moving average | Bearish: OBV divergence (distribution) | Bearish: Near R1 resistance (580),[FVG] Bullish Fair Value Gap formed (0.3x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.34 < 0.40
2025-09-09,579.09,BUY,Fair Value Gap Entry,0.67,Uptrend,566.22,604.82,0.3500,2.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (61.0) | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bullish: Near S1 support (576) | Bearish: Near R1 resistance (579),[FVG ENTRY] Price filling into bullish FVG (gap: $574-$576) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-09-10,579.28,HOLD,Mean Reversion / Reversal,0.262,Uptrend,561.9,608.24,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (61.2) | Bearish: Stochastic overbought (87) | Bullish: OBV above its moving average | Bearish Pattern: Evening Star | Bullish: Near S1 support (577) | Bearish: Near R1 resistance (581),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.26 < 0.40
2025-09-11,582.65,HOLD,Break of Structure,0.245,Uptrend,565.17,611.78,0.0000,0.0,premium,8,0,1,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (64.1) | Bearish: Stochastic overbought (97) | Bearish: MFI overbought (82) — institutional selling | Bullish: OBV above its moving average | Bearish: Near R1 resistance (582),[STRUCTURE] Bullish BOS — broke above $581.89 | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.24 < 0.40
2025-09-12,585.23,HOLD,Mean Reversion / Reversal,0.241,Uptrend,567.67,614.49,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (66.2) | Bearish: Stochastic overbought (96) | Bearish: MFI overbought (82) — institutional selling | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bullish Pattern: Morning Star | Bearish: Near R1 resistance (584),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.24 < 0.40
2025-09-15,590.23,HOLD,Mean Reversion / Reversal,0.264,Uptrend,572.52,619.74,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (69.9) | Bearish: Stochastic overbought (100) | Bearish: MFI overbought (83) — institutional selling | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bullish Pattern: Three White Soldiers | Bearish: Near R2 strong resistance (589),[FVG] Bullish Fair Value Gap formed (0.6x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.26 < 0.40
2025-09-16,589.74,HOLD,Mean Reversion / Reversal,0.297,Uptrend,572.05,619.23,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (69.1) | Bearish: Stochastic overbought (95) | Bearish: MFI overbought (83) — institutional selling | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Bullish: Near S1 support (588) | Bearish: Near R1 resistance (591),[FVG] Bullish Fair Value Gap formed (0.5x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.30 < 0.40
2025-09-17,588.56,LEAN BUY,Fair Value Gap Entry,0.644,Uptrend,576.93,611.82,0.3500,2.0,premium,10,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (67.1) | Bearish: Stochastic overbought (91) | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Bullish: Near S1 support (589) | Bearish: Near R1 resistance (591),[FVG ENTRY] Price filling into bullish FVG (gap: $583-$587) | [FVG ENTRY] Price filling into bullish FVG (gap: $586-$589) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-09-18,593.87,HOLD,Mean Reversion / Reversal,0.232,Uptrend,576.05,623.56,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 71.1 | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Neutral Pattern: Doji | Bearish: Near R1 resistance (592),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.23 < 0.40
2025-09-19,597.89,HOLD,Mean Reversion / Reversal,0.308,Uptrend,579.95,627.78,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 73.7 | Bearish: Stochastic overbought (98) | Bearish: MFI overbought (82) — institutional selling | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bullish Pattern: Morning Star | Bearish: Near R1 resistance (597),[FVG] Bullish Fair Value Gap formed (0.7x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.31 < 0.40
2025-09-22,601.43,HOLD,Mean Reversion / Reversal,0.358,Uptrend,583.39,631.5,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 75.8 | Bearish: Stochastic overbought (98) | Bearish: MFI overbought (90) — institutional selling | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (600),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.36 < 0.40
